ds,yhat,yhat_lower,yhat_upper,actual
2014-01-19,648511.8843277482,523043.04679424973,771538.8881456625,851735.334091
2014-01-20,436583.1341892233,297095.2197293638,556294.7399586468,575850.061871
2014-01-21,392207.0183014097,262243.59648797684,525762.5235208194,538817.207912
2014-01-22,421374.34636681905,288507.79916819383,549244.3532296068,553097.596874
2014-01-23,335633.18614460825,213970.98759519684,479467.4195132311,460789.0398597
2014-01-24,410101.10202737723,272802.2637366493,551524.3202494987,526124.572256
2014-01-25,602407.1885310472,467497.141805627,732448.4621770579,733880.979053
2014-01-26,654783.2235348106,524654.7178866655,780095.5418546009,814057.732862
2014-01-27,442914.0659752246,316266.01523034496,566170.1043505637,540798.833711
2014-01-28,401391.7556329889,273753.56760375015,525422.6851068122,481593.435798
2014-01-29,426956.2443351442,285543.0727087267,552328.2687471323,512853.989922
2014-01-30,340613.2550510304,211650.9955208869,468560.8502138759,453642.9707033
2014-01-31,413564.48083468433,286933.35083491955,537119.7412541008,560816.192394
2014-02-01,604064.8442176546,471576.5594391786,724352.4083323424,648870.19898
2014-02-02,654215.8819232811,520436.8000248433,777460.1003481054,619805.537102
2014-02-03,439325.78010535083,312081.7145368912,565842.9494487176,461637.5229585
2014-02-04,393506.4674909122,270281.5382169243,532308.0758570352,403189.5869763
2014-02-05,416886.2829810062,285488.76261620835,541704.9217103813,399138.3059075
2014-02-06,327006.38160286925,195248.12406819483,459323.184075144,359139.101529
2014-02-07,402683.45415481227,272068.3769651494,530871.5338056408,389471.568011
2014-02-08,591018.7642055905,459247.5542550603,726167.7435015216,530128.059914
2014-02-09,639419.4354897572,512199.8618362956,772443.8462189047,520753.7470746
2014-02-10,425572.1270012192,295157.59567558626,555497.4040761206,396622.737011
2014-02-11,377321.5904728776,249135.8394302967,503311.2490128232,358382.7339877
2014-02-12,401133.6655619784,269857.5669281309,538254.6362422726,387758.393971
2014-02-13,310863.984422495,179833.7359877265,440066.0154977237,347373.2985675
2014-02-14,383986.48957250407,256863.9476632294,509228.10427265713,361206.4069057
2014-02-15,574281.7260615814,454616.1442028179,705574.151264377,538893.357859
2014-02-16,625281.0930303423,499414.993856096,757387.9561559639,595300.23508
2014-02-17,414366.86959436815,278997.12590565626,535572.4781589669,412029.2879535
2014-02-18,374209.5216090359,246905.3085395691,493602.58304352104,365331.247942
2014-02-19,403094.9662716604,267047.11082639644,538857.422756333,360161.6390075
2014-02-20,317054.82965034555,195956.4671008876,434903.5434986837,322451.9201135
2014-02-21,393621.1900234067,268242.80234780686,532816.0590555527,369403.653633
2014-02-22,588786.6853814339,456244.5028171788,725060.3234291091,538206.082827
2014-02-23,644662.5989639801,521361.02188283385,768521.4762424126,487896.463891
2014-02-24,439683.0903375853,304498.11096248316,571107.0753276276,404224.188997
2014-02-25,398192.2306390009,264649.95443220966,531025.3567019947,351418.110084
2014-02-26,430912.4272973037,302455.137781634,565286.0971373444,353604.266985
2014-02-27,348622.2007524231,220015.2904063526,471764.8433739782,330330.185244
2014-02-28,429969.11853256426,300645.19024063187,566589.8706956605,425624.795466
2014-03-01,627696.3622817281,494547.87899358064,749092.1184054408,911360.2578707
2014-03-02,685445.0561892573,553312.2924206674,814998.4369919106,667413.052988
2014-03-03,538950.901860576,406549.55657256197,666125.9141280941,613973.031386
2014-03-04,496496.4722846361,373170.2126284223,631176.4487644231,748930.902096
2014-03-05,470004.80886906444,332350.47752221645,603756.5034235093,741756.416525
2014-03-06,387141.709481379,264844.62356198375,519103.5940464962,614082.444339
2014-03-07,468064.00936826074,350125.4493625806,595196.6463328226,598242.341178
2014-03-08,663217.798077553,540810.0447126323,788251.8940866368,753345.259201
2014-03-09,717774.5160332189,591306.4568068476,834944.0423956751,916117.649984
2014-03-10,506408.7850755634,382866.89254620566,640019.572705127,587414.828974
2014-03-11,460875.49736598606,336328.08445655875,583660.2935661759,539365.375063
2014-03-12,483672.84330185567,357731.7529412943,611840.3982289887,575676.797032
2014-03-13,396435.5143371462,257513.34249010956,526018.3597860244,473298.042544
2014-03-14,471853.60131199716,335139.7032230275,601033.7548565845,530515.2554715
2014-03-15,662118.4433127611,533139.1104491807,811384.9923687266,731049.789851
2014-03-16,711891.4335949204,582596.7309713647,839642.8070178945,929808.492772
2014-03-17,497109.50303102634,357498.4240265906,625615.2435698526,612719.522118
2014-03-18,452357.9014972845,326447.5572442248,589044.9284524693,537427.86875
2014-03-19,476121.3955268584,339491.33983206557,606283.0945707097,585974.657018
2014-03-20,383114.2402946178,257214.71762043016,507693.201537511,500897.112641
2014-03-21,455031.1093541168,330207.48849657417,578871.4931884327,548811.469984
2014-03-22,643067.4165093311,511269.466269166,772050.104889795,771704.933772
2014-03-23,691238.43344646,564006.4358518132,820957.7951328477,838814.636064
2014-03-24,477107.936485902,346790.15722178755,612573.2500476958,571762.044919
2014-03-25,428296.6353346505,303126.84919691813,560482.4493149095,539861.6183493
2014-03-26,452943.3504608967,322077.02892257547,586892.9137944239,569680.543547
2014-03-27,363876.6202057583,237289.00765984508,495873.65325969673,468581.39830400003
2014-03-28,437556.3622264789,303761.34367091866,567779.2139962751,538905.781947
2014-03-29,627478.478932298,501703.52305845387,759919.135790184,822333.142686
2014-03-30,677932.4553644903,536955.8803448915,802083.1807967327,873958.8396415
2014-03-31,465959.76551209786,339646.2522348963,602628.4999746376,651800.509461
2014-04-01,417241.8484594245,282039.1668688547,547447.1082967038,485079.887001
2014-04-02,442939.5465614217,314900.29151006526,575286.3411154358,463917.316107
2014-04-03,356960.3708298981,228170.61468005032,485866.33172620746,388867.961418
2014-04-04,434298.19123460236,294999.9787245569,571613.1664888848,422578.745073
2014-04-05,627023.615080393,497902.7506985131,757453.4170865975,617680.194045
2014-04-06,680059.2475223556,550259.813618175,813456.5442638315,631888.250898
2014-04-07,469329.4872718618,344737.6515908684,592105.8951605565,426091.1040178
2014-04-08,429907.04460747336,295976.9266978661,560476.2594416258,376663.272105
2014-04-09,459088.47970055515,338074.24476512754,589800.3850869186,375309.08201199997
2014-04-10,372594.55420662835,236535.33254060114,503575.7546874135,334052.7571255
2014-04-11,449518.1117541507,325624.96346982947,581815.0985632826,379646.845927
2014-04-12,642378.849133621,512794.9890043498,765671.6053178915,529919.922964
2014-04-13,695078.7220042254,568437.4095515376,829312.6697866935,540190.281942
2014-04-14,485576.5618697816,368419.32492702274,607671.1895103789,381386.309033
2014-04-15,440384.6977310943,302903.4212452851,573406.4181889349,364689.054991
2014-04-16,466205.6138096217,331444.4513451025,604463.3416848449,411357.084985
2014-04-17,379272.37302291143,247189.14768786175,506511.59901755326,397464.842904
2014-04-18,418194.7298446841,285855.10098997137,544093.7779203827,394392.184115
2014-04-19,643972.0876819808,519797.5004594631,774564.817743841,496904.749136
2014-04-20,694203.8903612227,559731.8881900739,828816.7191229758,520126.3980386
2014-04-21,481553.696067539,343666.0878167703,611170.5576943096,398677.396998
2014-04-22,429660.73635595007,298523.55247097166,560430.0080972858,370552.249018
2014-04-23,452703.69324931817,325672.9422880137,584045.4959743118,372232.595049
2014-04-24,363798.26262308663,235347.5574851554,489990.28265789815,320875.477858
2014-04-25,433590.4579268628,301591.9594186226,568817.0024432095,357173.708433
2014-04-26,622476.0266310071,496706.98822438135,760180.6468003821,497334.735036
2014-04-27,671437.3709514099,546569.405970901,807519.0646791174,560508.420995
2014-04-28,458382.2169155923,328231.19135886326,596306.758156121,362271.9169815
2014-04-29,411684.4986849185,286108.83121055143,538601.2343330041,326338.348031
2014-04-30,432364.7519487876,305751.6631775861,560897.6811997232,357079.964912
2014-05-01,627281.8752586981,497236.8776180514,748081.7119974962,530380.848064
2014-05-02,415641.4863011298,271840.7283884258,543906.733373243,443284.891212
2014-05-03,605751.5087886195,472098.30641262553,741521.9853713632,610391.748971
2014-05-04,656310.7058374254,534903.2010714635,783405.625541911,646164.863883
2014-05-05,444032.872362929,313240.3208072883,573014.1532478911,427601.704071
2014-05-06,398893.1090548828,272466.73026359535,537680.7368348417,388945.890086
2014-05-07,427042.54629727436,294773.89463708317,561467.7676304554,391932.183945
2014-05-08,338829.06538730906,205950.92737485762,469232.9331637823,337483.713217
2014-05-09,414281.162136321,282103.07368085615,555086.7724620558,381335.196055
2014-05-10,607170.3981530028,468395.014581701,729692.4026112608,577012.026997
2014-05-11,660492.4972563494,529390.8507445914,791201.4270747572,454512.928937
2014-05-12,452585.71993296954,322600.4305915843,577645.3034530986,398251.889006
2014-05-13,411920.4669268706,282763.3223040115,540155.3918418287,360734.522978
2014-05-14,441279.59004204156,323951.0917630401,580678.9853758274,356373.806985
2014-05-15,354556.08190807654,217161.6280029637,485079.5286337388,332272.8296378
2014-05-16,433279.0515935926,315129.15068278596,567744.7072582769,380822.742652
2014-05-17,627727.3006206449,485352.6490634764,750607.5319804047,537873.964019
2014-05-18,682285.9177251359,554820.9267611144,814483.0074431249,634519.7368283
2014-05-19,475409.092229374,351441.41824805917,608710.8250732123,388814.744958
2014-05-20,432980.6831505234,302495.60608278704,557146.2915550957,354372.33997
2014-05-21,464201.3261687332,343398.3992263977,591803.7402733315,356898.483031
2014-05-22,378507.4371284796,245491.06937336523,507790.88678270206,310660.142642
2014-05-23,457595.9499266604,329687.4539631447,593080.2546632711,349549.892726
2014-05-24,613531.9460800668,481789.457005631,731265.1665200355,516627.261707
2014-05-25,705055.6751403806,583553.173700765,831843.4597614437,573412.21016
2014-05-26,495916.0026346943,365275.5426404582,631894.6598762062,373831.086112
2014-05-27,452093.04017406947,323372.11473940406,585427.0245028187,327642.143098
2014-05-28,476600.9929519386,346718.38715380314,606732.141988999,338481.784057
2014-05-29,391615.83369814797,267751.97056464496,519896.86712219776,326624.5773325
2014-05-30,465869.0604529176,333419.00738772034,589888.8676793239,375782.6398709
2014-05-31,658208.7217245183,528038.2864102887,783207.995960014,597192.467989
2014-06-01,710470.9169783872,576686.4273483796,841476.3918469988,742732.830236
2014-06-02,499404.0559238202,375029.26288688806,618268.6109048714,512725.7729758
2014-06-03,455285.5101026959,317100.50375313335,589293.2514262097,443636.187975
2014-06-04,481171.46695917007,344834.9057109546,620920.1872857771,423284.494993
2014-06-05,393448.22758662817,263421.2386233304,525141.1164747452,359474.513823
2014-06-06,468792.51465950045,342837.8181768645,595232.2725961725,391266.125449
2014-06-07,660544.2926989053,527420.130316933,796241.3459004023,557142.461024
2014-06-08,712391.0203440927,584738.981349028,843671.4758322048,626026.956957
2014-06-09,504924.2584957482,368639.9771928001,630536.5758820429,415798.946041
2014-06-10,460094.7864100187,325989.8285231004,593231.165875486,351689.4229725
2014-06-11,486203.9768231247,355538.0292965982,615056.1967729457,373828.16418
2014-06-12,402809.7873706067,270216.76378085697,521810.5556264272,329408.06736
2014-06-13,478710.63812342816,349255.9863496456,610418.2366652692,392308.374573
2014-06-14,670853.7926379086,534799.4980048104,817761.5169799903,622072.988944
2014-06-15,723162.2061443247,593180.5132784222,848291.7383973838,441279.9339945
2014-06-16,513018.67104981816,386643.1894231367,643127.8528788514,447450.23987
2014-06-17,467813.49315912696,343325.0711768682,603866.4356356463,380396.036044
2014-06-18,493869.1113885127,365611.59215151006,621860.2388049124,373408.6641423
2014-06-19,407868.902793173,268213.46596450696,532584.4856256105,332280.93509600003
2014-06-20,485357.706229507,354518.03197191074,611380.2736720032,369206.789547
2014-06-21,677995.202762843,549988.5424996122,808862.809888238,538613.855166
2014-06-22,730758.795996615,591069.3655473208,864224.9487745562,591184.1240535
2014-06-23,518919.22594769247,382123.06189047237,651397.1983351704,414929.6359765
2014-06-24,474774.5444183884,344349.17375867,593214.6690535842,340464.7450455
2014-06-25,502449.0601214799,377570.40112606273,638625.5334037794,355342.398017
2014-06-26,414909.6450899955,280140.9308377918,546407.9343442833,315798.180924
2014-06-27,490985.0054088851,364494.92326192727,617479.7750362998,370793.573429
2014-06-28,683824.477197617,560470.7372830521,813265.4697897321,510870.81398
2014-06-29,736762.8802123938,598467.0312188518,865692.0521969723,567218.8850125
2014-06-30,526414.690179642,395882.0060931074,666082.0529762506,429324.0552005
2014-07-01,482738.58604882157,351078.3254226171,620157.3542491117,720480.616788
2014-07-02,508196.185283829,383216.3064661106,651708.8279902958,747430.1471275
2014-07-03,421015.25371963496,283632.76686691627,550387.9708592489,583844.7207922
2014-07-04,497258.6776108342,364585.135522935,630828.6656931416,595424.31324
2014-07-05,690202.1851963522,559794.0573872296,818321.808076023,817307.1101677
2014-07-06,743231.0036991298,616139.125391394,880637.6367093906,918276.596259
2014-07-07,532622.5029172103,404308.1979818167,662056.0106091128,638526.428909
2014-07-08,488765.03033925535,366296.90393838857,621444.5595069787,557291.4975265
2014-07-09,513759.58659509587,378160.21898994275,647475.2055047094,574451.409963
2014-07-10,428530.7850158772,296812.91294357606,558642.6373333773,498047.54898
2014-07-11,500734.2569696536,375884.586352494,629821.4627993191,535644.182793
2014-07-12,693448.432905023,566539.9993203954,821323.5600243732,756698.7523004999
2014-07-13,746138.5720878518,617932.6274164711,863827.6171262529,733653.779849
2014-07-14,536567.2160827953,399716.7049467729,662422.499520579,584867.15114
2014-07-15,490196.87234290544,360113.940531809,627860.8687578,562860.0268329
2014-07-16,518916.54233207094,387531.15634975315,649478.1870909225,621336.4939885
2014-07-17,435102.6025898243,301088.35393061774,564469.8139723267,498221.7050971
2014-07-18,510086.2664928299,374759.7618064034,638330.8405335183,547619.0590519
2014-07-19,701520.5393731255,568505.6554086882,829178.7060430814,728988.226204
2014-07-20,752757.3559534152,625257.9978983179,878427.3868269849,776474.1180457
2014-07-21,543875.8775743425,407256.0429838964,663713.7144350564,600228.430008
2014-07-22,496505.25050922437,366740.553109304,630151.3464458624,530276.040011
2014-07-23,519476.5579766764,383327.9195639844,640922.4109194133,574168.635995
2014-07-24,428141.7301490115,297593.2516518779,549962.3683688096,484618.8170115
2014-07-25,505588.87095750903,376447.4230475898,631456.1441829244,579767.285128
2014-07-26,694905.8876782755,576327.7434791601,824500.4568531748,688919.5500267
2014-07-27,744029.4483131208,617500.9657617083,870641.2551627723,747307.86662
2014-07-28,531141.4838409777,401771.75882882235,658038.7618972048,583936.68549
2014-07-29,481765.94056987134,348405.270981236,619145.1281188101,524743.3250017
2014-07-30,503207.18728380534,369244.93862139416,639767.1932122618,578056.965281
2014-07-31,401064.5673582996,278222.00252829917,536168.7051468292,532423.558194
2014-08-01,471921.7072885064,350233.1640620796,598498.7786750519,506826.7949305
2014-08-02,660139.5053987218,539342.6818911672,792893.567249328,626533.637869
2014-08-03,708493.131512982,574420.3758698616,846905.2122906657,625898.205888
2014-08-04,495109.38235423015,370674.3972855752,623555.6544113158,471173.304022
2014-08-05,445450.6725590706,316501.08633438736,579533.84648748,417197.476176
2014-08-06,467686.70740594715,341914.9951989129,594772.2133827877,402914.370941
2014-08-07,378240.30611310713,256709.42733062198,507979.5637949411,359701.53298899997
2014-08-08,451550.0937149931,316886.3166816478,585922.011581034,397759.9389829
2014-08-09,641480.8128484044,499851.5166170892,769380.3842418586,496192.787084
2014-08-10,668389.8318463771,548399.671346037,796142.3145346316,509681.7650025
2014-08-11,481253.0260714073,362503.33176517714,613640.2554954698,409544.575013
2014-08-12,434826.4512937374,300483.30940856476,566040.3389227128,353898.211991
2014-08-13,461398.4360964066,333393.9530067842,592192.0198705524,372116.544964
2014-08-14,370946.16574158776,232066.49071089187,501116.7867836672,340740.8170565
2014-08-15,450655.7022972342,324291.8474364741,585738.3924686136,402631.8400593
2014-08-16,644397.0267129316,512874.8597608218,767864.5871062425,533996.15517
2014-08-17,698763.7049158413,561269.019066179,825432.3163863821,564443.173007
2014-08-18,489477.35561441595,359665.0268666408,619438.0682428415,433042.298907
2014-08-19,444366.2004273806,322415.1623513954,573544.5610277669,379329.9530773
2014-08-20,477969.6111900678,343655.4159360927,614057.6697513338,398126.790988
2014-08-21,390228.11741197,261564.30908600724,521380.45651279425,355108.8749955
2014-08-22,469214.6765350447,339974.7258956844,597854.8546749807,388359.8983235
2014-08-23,665774.6929846047,537255.4845586447,796924.2559568621,499678.208204
2014-08-24,722565.4443683231,592822.7665769312,847689.5916954449,528990.5611087
2014-08-25,520101.9366186729,392063.7978197358,652416.3620227928,412250.075007
2014-08-26,481049.28452733415,348424.9973169188,614266.2465396068,355053.9079745
2014-08-27,511991.6268098798,387805.0106740276,637183.3778509613,366321.498077
2014-08-28,430355.2538657626,298839.33895263076,562181.64430481,327912.427
2014-08-29,512617.1612675357,384916.0701248268,645515.9700173679,403288.917062
2014-08-30,708701.4084094156,587710.1795457392,839592.9604692138,586373.694132
2014-08-31,764550.9169953938,636623.1271228928,898087.3072900795,660088.183052
2014-09-01,557454.9311142724,423363.0395128987,679778.8618986614,812526.219024
2014-09-02,506880.9936810904,380179.1330500838,640472.7308115663,717351.552768
2014-09-03,540389.5703225803,408221.4631808176,673053.9751882671,726683.8617375
2014-09-04,453446.21416780463,319055.4854024327,586459.1607010361,551340.0774347
2014-09-05,528365.4427387146,403336.27896827145,654091.5161820407,603043.241921
2014-09-06,721755.1979895324,590353.1179272296,852633.7020062493,870139.4459765
2014-09-07,774848.3285681364,641971.1592624554,903000.2527010322,997964.077948
2014-09-08,563759.5870185888,431774.4027528302,691853.9280510155,648651.744928
2014-09-09,519732.5595560655,385807.9654780266,650667.5533247176,562420.568002
2014-09-10,544120.2484780408,404621.0757001841,678495.1186027316,612987.4722337
2014-09-11,458828.9515577851,327095.75324547733,584785.4913681978,483462.953022
2014-09-12,532556.7327784,396305.65036816703,656048.6946622654,564382.847851
2014-09-13,724170.203480171,589232.0531739125,845869.386936983,795802.238124
2014-09-14,775813.2188788168,646073.2785932405,907596.0034163228,896501.5622945
2014-09-15,566112.7078516986,433387.0602472026,691467.9103027175,630710.5728885
2014-09-16,524928.8261941061,399654.41841583484,656696.6763397071,608239.973016
2014-09-17,549727.767712764,436546.3415773563,677297.593340069,617472.3442115
2014-09-18,459909.866975006,336876.17246799136,586943.0586827275,479500.843061
2014-09-19,534022.831561473,401626.13614040014,675458.5481482123,550213.093909
2014-09-20,726171.0242337475,596224.2175137061,856715.3589565532,808490.763077
2014-09-21,778582.1436064688,648260.2432519341,910343.8742157001,901420.451004
2014-09-22,566808.277605675,447608.11481340067,705126.0695120691,589120.293928
2014-09-23,523106.89629066776,394304.53918941366,660745.5714064313,559954.304399
2014-09-24,553859.8324664524,412559.7569732342,684896.9445058723,598183.114508
2014-09-25,467466.32560084853,335228.2549908074,604147.3188826729,466867.377076
2014-09-26,547412.3418312349,412561.9412677092,676635.3235980901,515474.223943
2014-09-27,740504.387724662,619749.0339865359,876433.6934466668,781202.367982
2014-09-28,793676.7756216705,664314.2976693667,922753.1805862156,886531.789814
2014-09-29,582339.3533292874,460828.8127366249,708491.7545212607,586682.822002
2014-09-30,532569.3693471098,408937.0851900055,667759.9234989892,599093.9157257
2014-10-01,558721.5899641191,435673.34319354425,676451.3165434775,784500.253914
2014-10-02,472470.350846796,341001.00423160713,600765.8317835081,634306.519052
2014-10-03,545784.9570462601,417429.2299173042,671500.4074371392,675639.295098
2014-10-04,737802.8330040249,600647.5326448814,869654.7671105083,931317.51302
2014-10-05,789572.1655597659,663732.3029650988,919267.6727259578,985466.962071
2014-10-06,579441.0836136957,453515.9603971591,714892.2186846039,641480.757266
2014-10-07,531215.1243651942,406385.3480459571,658863.8772058393,586410.2709706
2014-10-08,553030.5334432224,417765.9124276307,676595.1845340165,620201.323059
2014-10-09,461106.7296886147,330198.5837967756,585756.9269338676,510519.923104
2014-10-10,534475.6748257153,410572.5732587493,661470.4598020617,702470.317955
2014-10-11,724008.604444717,599428.7688462829,848361.0465125485,748309.153739
2014-10-12,773337.1703682243,639062.6550041582,902992.573642143,843971.132714
2014-10-13,559583.6730940851,431616.6160525079,684273.2449932076,611726.926015
2014-10-14,504520.84953607677,381036.7654505706,632912.8819177194,550589.573294
2014-10-15,527586.5971015111,394173.7067103403,661106.8625074613,624797.469491
2014-10-16,437865.70167198597,310386.52457607706,564781.8632245142,538252.607117
2014-10-17,510747.2104583884,381037.6702545756,638806.2631502246,558538.135999
2014-10-18,699569.096052808,555734.7379977751,833070.7112890821,820840.970792
2014-10-19,748659.7143756265,621892.4988192738,883572.5712333871,935410.595877
2014-10-20,535349.1147200015,412493.0661478461,664761.5064763835,624629.990941
2014-10-21,489298.92191669234,357121.6160832408,622172.0977395655,542207.165266
2014-10-22,508453.23388626147,375696.09381855954,651041.5385482406,584926.355993
2014-10-23,423754.12660846056,297419.321480156,562446.2908513047,492233.2322
2014-10-24,495168.94123175775,368362.9831603635,622375.1404162367,528403.680064
2014-10-25,686616.0061458402,558289.7037490376,814461.9229390573,758926.230707
2014-10-26,738682.85784427,615771.8659754567,862967.6653908566,892128.498949
2014-10-27,528685.1159025036,387953.0338857503,660519.8193785097,572806.6319285
2014-10-28,485381.33247740293,352648.5867240931,613904.2433130922,512678.811505
2014-10-29,514746.0444370513,376066.3529631467,646857.7242136245,560819.6780005
2014-10-30,427276.3958187037,297019.9885414443,564576.9513511938,459715.26616
2014-10-31,504081.16111050465,384869.69398369157,634577.7250815138,561876.0719155
2014-11-01,698910.2979432127,567106.4878925628,833838.1145521975,873539.2478855
2014-11-02,804169.7460006811,676994.6740350527,927341.0524679709,709851.4922288
2014-11-03,768900.3266252539,644277.1892607629,900781.0036421805,973192.041735
2014-11-04,499667.68135418027,367892.3192229931,626730.7291954681,702751.953595
2014-11-05,532200.6543386229,408189.66509955726,667271.2561178957,718799.9390395
2014-11-06,446798.64752066194,322752.9691116422,576695.8537470474,566118.381055
2014-11-07,526990.8524507529,389000.0687478275,652227.4673626972,585330.25773
2014-11-08,722130.2579483064,591951.7504665796,848138.4486183516,816064.644983
2014-11-09,777075.2394581491,646897.8821778226,905044.7639159146,941478.422301
2014-11-10,566748.8839021099,433890.5332821537,701376.2196035786,593376.793073
2014-11-11,525110.0249877108,397460.1157393093,660169.2119925107,552505.750307
2014-11-12,551727.7937596071,430347.5133190299,686357.2199261095,588093.484021
2014-11-13,460121.6644945006,329969.0904910663,586278.4344636679,468057.386823
2014-11-14,539526.9399493849,419788.15109622217,673053.470690591,553007.970965
2014-11-15,731933.932790486,604030.989883973,870508.5144527848,786124.201177
2014-11-16,784027.0218312597,648682.8131696903,917310.6097972624,956619.401927
2014-11-17,572690.6736029318,435567.87070592964,698375.6976115165,620876.340058
2014-11-18,525531.4923226283,401716.7982425089,649630.5700309193,553367.204141
2014-11-19,550881.9683996075,423451.4640122941,676752.1664046326,580234.0113007
2014-11-20,464610.1170078486,335012.4320193822,587589.6241952763,511855.7610447
2014-11-21,540632.5710663629,409964.8505890379,672898.4452205106,567978.732759
2014-11-22,731829.0545270762,597666.9562237465,858771.4597233834,763720.148593
2014-11-23,783339.5478323686,662541.1145009623,917000.1026216246,907432.656994
2014-11-24,571185.2387010832,443693.24056737253,702769.7965258018,610847.95702
2014-11-25,523777.4091535677,395307.61566635285,657225.4610685464,541225.608011
2014-11-26,550160.3077982469,426596.90718439745,674181.3432296837,579125.306002
2014-11-27,464364.2053293431,334091.26904269913,600635.7094980198,475823.897052
2014-11-28,527782.9640948832,392648.9425918806,653951.3975838879,559619.825094
2014-11-29,722980.5015899113,596119.4955184134,858951.6099076355,850925.105136
2014-11-30,779194.3186135864,645907.6889152499,909817.6633137267,1023691.281592
2014-12-01,579367.4589057567,452871.5594071741,704200.0491925243,817413.561974
2014-12-02,537285.5140578211,415797.4547487357,664986.9128204348,735319.1840285
2014-12-03,571129.0190263748,440951.8925576898,698864.7496078974,715127.614539
2014-12-04,490839.05884078704,361180.2721343488,622666.2319398328,578961.517004
2014-12-05,573621.9700714115,443868.1911785271,704929.3471261921,635445.153317
2014-12-06,775486.3906231003,653985.6189357504,903927.4782222997,829386.70612
2014-12-07,838186.8784130216,711274.6744957824,965951.0096495464,1013889.8074
2014-12-08,633877.0902320883,504038.9854462608,756503.7892840493,790283.289992
2014-12-09,602196.823220639,465771.05635587877,725931.8410135099,665123.962957
2014-12-10,635411.788175315,509495.19552183355,771720.7067159854,732121.033873
2014-12-11,558541.9487067015,423885.17487972556,680129.3188086834,580542.178879
2014-12-12,642065.9699194782,518925.2631006846,763748.8101835698,642760.387245
2014-12-13,846109.6488734722,723715.0937324614,986653.544179726,854830.905829
2014-12-14,909841.2573089149,775286.4631849679,1045669.4381909429,999106.1325775
2014-12-15,707010.026456781,576372.0084200649,837556.0771053728,790182.945791
2014-12-16,672775.6327627505,531875.1728682083,799704.1499219101,799067.056179
2014-12-17,709130.7658129551,578424.0975636371,845515.107698676,779966.499188
2014-12-18,625915.2437449284,502841.1379859011,765898.6970332782,731938.479893
2014-12-19,713210.2055661341,580247.9777137116,836407.8901809837,757349.3758179
2014-12-20,910813.4403989981,776009.138706247,1043186.7569253622,935555.52434
2014-12-21,967014.8676969879,835742.056475523,1109862.9134871704,1056605.2012285
2014-12-22,756025.7538947908,620356.8797548369,893323.4057189359,1008143.3460193
2014-12-23,715230.3926868825,591021.0888335464,846498.2443883537,1064977.9730725
2014-12-24,738733.7685648295,610955.340164256,875154.1529930584,965982.871715
2014-12-26,855041.9415466385,725309.9486132591,975502.9922239054,872098.456795
2014-12-27,905068.6256527109,772834.7232924697,1042406.7019990729,740596.158932
2014-12-28,950307.5802452771,826436.5993392374,1080121.4143105636,716329.635071
2014-12-29,729572.8740044527,594705.734035434,869879.2757729897,773998.401175
2014-12-30,676936.6872320476,549239.3746742913,802474.1609582057,912970.533204
2014-12-31,691481.4674791382,573582.6288659864,815413.4248636027,844380.469674
2015-01-01,-71460.48824927292,-202382.90720650204,58402.13137382603,12773.61698
2015-01-02,660441.6418864637,532117.2789052684,775127.8599785471,657763.391981
2015-01-03,834700.3114131475,710622.183849132,969079.5440617228,648880.686926
2015-01-04,874152.1593734836,740106.2079737808,992734.195854552,730923.776022
2015-01-05,646031.7042469542,518974.74509544513,780726.6241694714,569267.29796
2015-01-06,585064.427391627,457415.86668843887,718535.5190400605,477886.741053
2015-01-07,600173.4254343071,470709.631643767,725958.3744108782,494160.850117
2015-01-08,501122.3032292959,356278.24786162155,627093.8431301654,417482.689131
2015-01-09,564270.2053843185,427196.59398741584,690575.2761741512,439381.226073
2015-01-10,745644.717685082,618128.8613910119,871696.3771129971,569956.90801
2015-01-11,787918.9290781787,663743.0801205966,912123.683698272,694860.9511
2015-01-12,564310.2247531996,427929.9293815782,694564.4913432788,442845.544014
2015-01-13,511560.2506320907,380503.14378237317,629291.6051827264,393799.993059
2015-01-14,535481.0789100731,407440.33725356293,667563.2230059964,400923.97107
2015-01-15,438316.4045309264,314045.4109567214,574747.7545300152,371146.144942
2015-01-16,512549.922221083,392999.5564354019,645738.2767589067,423599.9357975
2015-01-17,700540.3328021753,570015.9757547805,826877.8897690994,621865.434007
2015-01-18,749503.3965601481,611131.0318402819,877183.6349380581,678277.030991
2015-01-19,536690.9067514609,412452.47426971083,665059.8432055013,448217.896919
2015-01-20,487443.0798017266,360597.99263855215,614438.3750103915,405308.77722
2015-01-21,514577.1119753773,385207.23606181337,640837.8519787712,413202.592067
2015-01-22,423253.606692902,294886.61536593526,554448.0520882319,364862.5390355
2015-01-23,497239.58088776015,369917.5928015502,618887.8372553866,416937.181925
2015-01-24,689398.1877762483,564725.5892469644,804546.6629822893,588849.871003
2015-01-25,741771.1731205416,615457.9250250498,867296.3420853968,631623.951015
2015-01-26,530728.7383348043,403904.9847805717,650432.395464942,410009.617966
2015-01-27,488301.8291618101,352328.67862847354,617113.5873184882,360009.850046
2015-01-28,511267.72090297,376068.00836695166,640357.9954754265,376935.916035
2015-01-29,423763.1057787057,297909.0702310323,546864.0672825809,343062.160973
2015-01-30,505211.8966628388,376392.84594402125,634010.2280097938,435899.6719165
2015-01-31,696239.1485791011,565771.7435827807,823105.7708037524,656205.841844
